valid_time,latitude,longitude,Total Precipitation (mm),Evaporation (mm),Surface Runoff (mm),Mean Wave Direction (°),10m U-Component of Wind (m/s),10m V-Component of Wind (m/s),2m Temperature,Mean Sea Level (°C),Sea Surface Temperature (°C),Soil Temperature Level 1 (°C),Soil Type,Soil Water Volume Level 1 (m³/m³),number,Experiment Version,Flood_Occurred
2019-06-01,18.0,80.25,0.010499999999999999,-4.739e-05,0.0,191.5300155757932,0.257217405,0.06872559999999994,306.30383500000005,100333.155,302.9279268276109,308.88293,3.0,0.159256765,0,1,0
2019-06-01,18.0,80.5,0.0887,-5.3695e-05,0.00023799999999999998,191.5300155757932,0.05409241000000001,0.43640140000000005,306.450315,100314.595,302.9279268276109,309.15247,3.0,0.162773915,0,1,0
2019-06-01,18.0,80.75,0.011399999999999999,-6.27755e-05,0.0,191.5300155757932,0.13172913000000003,0.746459985,306.8097,100301.78,302.9279268276109,309.297,4.0,0.201119255,0,1,0
2019-06-01,18.0,81.0,0.0124,-5.78765e-05,0.0,191.5300155757932,0.6649322400000001,0.7811279500000001,306.94153,100285.845,302.9279268276109,309.053835,3.0,0.21677477,0,1,0
2019-06-01,18.0,81.25,0.00286,-5.2390000000000005e-05,0.0,191.5300155757932,0.7933501999999999,0.6375732599999999,307.21106,100274.405,302.9279268276109,309.098755,3.0,0.15851671,0,1,0
2019-06-01,18.0,81.5,0.00143,-5.1975e-05,0.0,191.5300155757932,0.64442446,0.41784668,307.08313,100285.97,302.9279268276109,309.178835,2.0,0.148629015,0,1,0
2019-06-01,18.0,81.75,0.0882,-6.3045e-05,0.00215,191.5300155757932,0.272354125,0.18591307500000004,305.02063499999997,100389.095,302.9279268276109,306.91320499999995,3.0,0.166031665,0,1,0
2019-06-01,18.0,82.0,0.0868,-8.5231e-05,0.00215,191.5300155757932,0.13465881999999996,-0.06848139999999991,303.04407000000003,100474.53,302.9279268276109,304.79504499999996,3.0,0.178742235,0,1,0
2019-06-01,18.0,82.25,0.471592,-9.16205e-05,0.0155,191.5300155757932,0.020401000000000002,0.27673339999999996,301.3722,100505.22,302.9279268276109,303.47571000000005,3.0,0.23185044999999999,0,1,1
2019-06-01,18.0,82.5,0.478745,-7.671200000000001e-05,0.0157,191.5300155757932,-0.13633727,0.27038574,299.72278,100607.905,302.9279268276109,301.78821000000005,3.0,0.26479417,0,1,1
2019-06-01,18.0,82.75,0.00047700000000000005,-6.9859e-05,0.0,191.5300155757932,0.07411193500000002,0.681518555,301.289175,100546.345,302.9279268276109,303.67981,3.0,0.199166125,0,1,0
2019-06-01,18.0,83.0,0.0129,-5.98132e-05,0.000715,191.5300155757932,0.19374084749999998,1.4017334,303.49817,100419.405,302.9279268276109,305.73059,3.0,0.178124255,0,1,0
2019-06-01,18.0,83.25,0.0,-4.2575000000000005e-05,0.0,191.5300155757932,0.043350219999999995,2.65563965,304.348755,100322.655,302.9279268276109,306.76867000000004,3.0,0.12178117999999999,0,1,0
